Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,tokens,stemmed_tokens,polarity,predicted_sentiment
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,Contentment,2023-06-11 15:30:00,NovelEnthusiast,Instagram,#QuietMoments #BookishEscape,35.0,70.0,USA,2023,6,11,15,relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon,"['relishing', 'peaceful', 'afternoon', 'classic', 'novel', 'quiet', 'moments', 'best', 'moments', 'booklover', 'peacefulafternoon']","['relish', 'peac', 'afternoon', 'classic', 'novel', 'quiet', 'moment', 'best', 'moment', 'booklov', 'peacefulafternoon']",0.35416666666666663,Positive
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",Gratitude,2023-06-12 18:00:00,WiseSoul,Twitter,#AgingGracefully #Memories,28.0,55.0,UK,2023,6,12,18,reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging,"['reflecting', 'lifetime', 'memories', 'each', 'wrinkle', 'tells', 'story', 'embracing', 'beauty', 'aging', 'lifereflections', 'beautyinaging']","['reflect', 'lifetim', 'memori', 'each', 'wrinkl', 'tell', 'stori', 'embrac', 'beauti', 'age', 'lifereflect', 'beautyinag']",0.0,Neutral
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,Curiosity,2023-06-13 14:45:00,ArtAdventurer,Facebook,#ArtDiscovery #SeniorArtist,22.0,45.0,Canada,2023,6,13,14,exploring the world of digital art it s never too late to discover new passions digitalartistry latebloomer,"['exploring', 'world', 'digital', 'art', 'never', 'too', 'late', 'discover', 'new', 'passions', 'digitalartistry', 'latebloomer']","['explor', 'world', 'digit', 'art', 'never', 'too', 'late', 'discov', 'new', 'passion', 'digitalartistri', 'latebloom']",-0.05454545454545454,Negative
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,Contentment,2023-06-14 19:30:00,HomeChefSenior,Instagram,#HappinessInFood #SeniorLife,25.0,50.0,USA,2023,6,14,19,savoring the flavors of a home cooked meal simple joys are the heart of happiness homecooking simplejoys,"['savoring', 'flavors', 'home', 'cooked', 'meal', 'simple', 'joys', 'heart', 'happiness', 'homecooking', 'simplejoys']","['savor', 'flavor', 'home', 'cook', 'meal', 'simpl', 'joy', 'heart', 'happi', 'homecook', 'simplejoy']",0.35,Positive
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,Curiosity,2023-06-15 12:15:00,LinguisticExplorer,Twitter,#MindEnrichment #SeniorLearning,30.0,60.0,UK,2023,6,15,12,embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate,"['embarking', 'journey', 'learning', 'new', 'language', 'mind', 'stays', 'young', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']","['embark', 'journey', 'learn', 'new', 'languag', 'mind', 'stay', 'young', 'everi', 'new', 'word', 'languagelearn', 'nevertool']",0.12424242424242422,Positive
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",Joy,2023-06-16 21:45:00,MusicConnoisseur,Facebook,#MusicLover #SeniorConcert,18.0,35.0,Canada,2023,6,16,21,attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies,"['attended', 'classical', 'music', 'concert', 'feeling', 'timeless', 'melodies', 'resonate', 'music', 'transcends', 'generations', 'classicalmusic', 'timelessmelodies']","['attend', 'classic', 'music', 'concert', 'feel', 'timeless', 'melodi', 'reson', 'music', 'transcend', 'gener', 'classicalmus', 'timelessmelodi']",0.0,Neutral
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,Joy,2023-06-17 15:00:00,PhotographySenior,Instagram,#NatureCapture #SeniorMoments,35.0,70.0,USA,2023,6,17,15,capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer,"['capturing', 'beauty', 'nature', 'through', 'photography', 'every', 'snapshot', 'treasure', 'naturephotography', 'seniorphotographer']","['captur', 'beauti', 'natur', 'through', 'photographi', 'everi', 'snapshot', 'treasur', 'naturephotographi', 'seniorphotograph']",0.0,Neutral
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",Contentment,2023-06-18 11:30:00,TeaTimeSenior,Twitter,#FriendshipGoals #SeniorBonding,28.0,55.0,UK,2023,6,18,11,reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship,"['reconnecting', 'old', 'friends', 'over', 'cup', 'tea', 'friendship', 'true', 'essence', 'companionship', 'oldfriends', 'companionship']","['reconnect', 'old', 'friend', 'over', 'cup', 'tea', 'friendship', 'true', 'essenc', 'companionship', 'oldfriend', 'companionship']",0.22499999999999998,Positive
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",Joy,2023-06-19 16:30:00,RoadTripSenior,Facebook,#CherishedPlaces #SeniorTravel,22.0,45.0,Canada,2023,6,19,16,embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour,"['embarked', 'road', 'trip', 'revisit', 'cherished', 'places', 'past', 'nostalgia', 'ultimate', 'travel', 'companion', 'roadtrip', 'nostalgiatour']","['embark', 'road', 'trip', 'revisit', 'cherish', 'place', 'past', 'nostalgia', 'ultim', 'travel', 'companion', 'roadtrip', 'nostalgiatour']",-0.125,Negative
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",Joy,2023-06-20 14:20:00,ChoirEnthusiast,Instagram,#MusicHarmony #SeniorVoices,20.0,40.0,USA,2023,6,20,14,joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging,"['joined', 'community', 'choir', 'harmonizing', 'fellow', 'voices', 'music', 'creates', 'bonds', 'withstand', 'time', 'communitychoir', 'harmonyinaging']","['join', 'commun', 'choir', 'harmon', 'fellow', 'voic', 'music', 'creat', 'bond', 'withstand', 'time', 'communitychoir', 'harmonyinag']",0.0,Neutral
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",Contentment,2023-06-21 19:00:00,MeditationSenior,Twitter,#MindfulLiving #SeniorCalm,18.0,35.0,UK,2023,6,21,19,exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind,"['exploring', 'art', 'meditation', 'finding', 'tranquility', 'stillness', 'mind', 'meditationjourney', 'tranquilmind']","['explor', 'art', 'medit', 'find', 'tranquil', 'still', 'mind', 'meditationjourney', 'tranquilmind']",0.0,Neutral
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",Contentment,2023-06-22 13:45:00,GardenEnthusiast,Facebook,#NatureWonders #SeniorGarden,25.0,50.0,USA,2023,6,22,13,taking a stroll in the garden appreciating the beauty of blooming flowers nature s wonders never cease gardenwalk floralbeauty,"['taking', 'stroll', 'garden', 'appreciating', 'beauty', 'blooming', 'flowers', 'nature', 'wonders', 'never', 'cease', 'gardenwalk', 'floralbeauty']","['take', 'stroll', 'garden', 'appreci', 'beauti', 'bloom', 'flower', 'natur', 'wonder', 'never', 'ceas', 'gardenwalk', 'floralbeauti']",0.0,Neutral
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",Contentment,2023-06-23 18:45:00,WineConnoisseur,Instagram,#LifeWellLived #SeniorWine,28.0,55.0,UK,2023,6,23,18,sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life well lived winelover vintagecheers,"['sipping', 'favorite', 'vintage', 'wine', 'each', 'sip', 'telling', 'story', 'years', 'gone', 'cheers', 'life', 'well', 'lived', 'winelover', 'vintagecheers']","['sip', 'favorit', 'vintag', 'wine', 'each', 'sip', 'tell', 'stori', 'year', 'gone', 'cheer', 'life', 'well', 'live', 'winelov', 'vintagech']",0.5,Positive
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",Joy,2023-06-24 16:15:00,ArtisticSenior,Twitter,#CreativityAtAnyAge #SeniorCreativity,22.0,45.0,Canada,2023,6,24,16,participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry,"['participated', 'community', 'art', 'class', 'unleashing', 'creativity', 'golden', 'years', 'art', 'age', 'limit', 'artclass', 'seniorartistry']","['particip', 'commun', 'art', 'class', 'unleash', 'creativ', 'golden', 'year', 'art', 'age', 'limit', 'artclass', 'seniorartistri']",0.3,Positive
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",Gratitude,2023-06-25 20:30:00,MemoiristSenior,Facebook,#LifetimeExperiences #SeniorMemoir,35.0,70.0,USA,2023,6,25,20,embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories,"['embarking', 'journey', 'writing', 'memoir', 'documenting', 'lifetime', 'experiences', 'every', 'story', 'matters', 'memoirwriting', 'seniorstories']","['embark', 'journey', 'write', 'memoir', 'document', 'lifetim', 'experi', 'everi', 'stori', 'matter', 'memoirwrit', 'seniorstori']",0.0,Neutral
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",Curiosity,2023-06-26 14:00:00,HistoryEnthusiast,Instagram,#LifetimeAdventure #SeniorCuriosity,30.0,60.0,UK,2023,6,26,14,attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning,"['attended', 'lecture', 'history', 'always', 'fascinated', 'lessons', 'past', 'learning', 'lifelong', 'adventure', 'historylecture', 'seniorlearning']","['attend', 'lectur', 'histori', 'alway', 'fascin', 'lesson', 'past', 'learn', 'lifelong', 'adventur', 'historylectur', 'seniorlearn']",-0.175,Negative
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",Contentment,2023-06-27 17:45:00,FamilyChefSenior,Twitter,#KitchenMemories #SeniorCulinary,20.0,40.0,USA,2023,6,27,17,rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking,"['rediscovered', 'joy', 'cooking', 'traditional', 'family', 'recipes', 'kitchen', 'place', 'cherished', 'memories', 'familyrecipes', 'seniorcooking']","['rediscov', 'joy', 'cook', 'tradit', 'famili', 'recip', 'kitchen', 'place', 'cherish', 'memori', 'familyrecip', 'seniorcook']",0.4,Positive
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",Joy,2023-06-28 22:15:00,NaturePhotographySenior,Facebook,#OutdoorBeauty #SeniorClicks,18.0,35.0,UK,2023,6,28,22,joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer,"['joined', 'nature', 'photography', 'club', 'capturing', 'beauty', 'great', 'outdoors', 'every', 'click', 'connection', 'nature', 'naturephotography', 'seniorphotographer']","['join', 'natur', 'photographi', 'club', 'captur', 'beauti', 'great', 'outdoor', 'everi', 'click', 'connect', 'natur', 'naturephotographi', 'seniorphotograph']",0.8,Positive
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",Joy,2023-06-29 16:30:00,JazzMusicLover,Instagram,#TimelessTunes #SeniorJazz,25.0,50.0,USA,2023,6,29,16,attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic,"['attended', 'jazz', 'concert', 'swayed', 'rhythm', 'timeless', 'tunes', 'music', 'constant', 'companion', 'golden', 'years', 'jazzconcert', 'seniormusic']","['attend', 'jazz', 'concert', 'sway', 'rhythm', 'timeless', 'tune', 'music', 'constant', 'companion', 'golden', 'year', 'jazzconcert', 'seniormus']",0.15,Positive
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",Gratitude,2023-06-30 19:30:00,SeniorWordsmith,Twitter,#SoulfulWriting #SeniorReflections,28.0,55.0,UK,2023,6,30,19,joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter,"['joined', 'writing', 'group', 'penning', 'down', 'thoughts', 'reflections', 'writing', 'journey', 'into', 'depths', 'soul', 'writinggroup', 'seniorwriter']","['join', 'write', 'group', 'pen', 'down', 'thought', 'reflect', 'write', 'journey', 'into', 'depth', 'soul', 'writinggroup', 'seniorwrit']",-0.15555555555555556,Negative
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",Excitement,2023-07-01 14:00:00,SoloAdventurer,Instagram,#DiscoverNewPlaces #SeniorTravel,30.0,60.0,USA,2023,7,1,14,embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer,"['embarked', 'solo', 'travel', 'adventure', 'discovering', 'beauty', 'new', 'places', 'own', 'pace', 'solotravel', 'seniorexplorer']","['embark', 'solo', 'travel', 'adventur', 'discov', 'beauti', 'new', 'place', 'own', 'pace', 'solotravel', 'seniorexplor']",0.36818181818181817,Positive
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",Joy,2023-07-02 18:30:00,CarEnthusiastSenior,Facebook,#RoadTripDownMemoryLane #SeniorCars,22.0,45.0,UK,2023,7,2,18,attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides,"['attended', 'vintage', 'car', 'show', 'reminiscing', 'about', 'classics', 'once', 'ruled', 'roads', 'nostalgia', 'every', 'rev', 'vintagecars', 'classicrides']","['attend', 'vintag', 'car', 'show', 'reminisc', 'about', 'classic', 'onc', 'rule', 'road', 'nostalgia', 'everi', 'rev', 'vintagecar', 'classicrid']",0.0,Neutral
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",Joy,2023-07-03 12:45:00,GreenThumbSenior,Twitter,#GardenFriends #SeniorGreenThumb,28.0,55.0,Canada,2023,7,3,12,started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener,"['started', 'community', 'garden', 'growing', 'plants', 'friendships', 'too', 'green', 'thumbs', 'unite', 'communitygarden', 'seniorgardener']","['start', 'commun', 'garden', 'grow', 'plant', 'friendship', 'too', 'green', 'thumb', 'unit', 'communitygarden', 'seniorgarden']",-0.2,Negative
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",Contentment,2023-07-04 17:00:00,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35.0,70.0,USA,2023,7,4,17,hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost,"['hosted', 'family', 'dinner', 'where', 'laughter', 'echoed', 'louder', 'than', 'clinking', 'utensils', 'family', 'heart', 'happiness', 'familydinner', 'seniorhost']","['host', 'famili', 'dinner', 'where', 'laughter', 'echo', 'louder', 'than', 'clink', 'utensil', 'famili', 'heart', 'happi', 'familydinn', 'seniorhost']",0.7,Positive
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Joy,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18.0,35.0,UK,2023,7,5,20,enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer,"['enrolled', 'dance', 'class', 'seniors', 'moving', 'rhythm', 'life', 'age', 'number', 'dance', 'floor', 'danceclass', 'seniordancer']","['enrol', 'danc', 'class', 'senior', 'move', 'rhythm', 'life', 'age', 'number', 'danc', 'floor', 'danceclass', 'seniordanc']",0.0,Neutral
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",Joy,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25.0,50.0,USA,2023,7,6,14,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,"['visited', 'art', 'gallery', 'appreciating', 'brushstrokes', 'tell', 'tales', 'creativity', 'art', 'eternal', 'companion', 'artgallery', 'seniorartlover']","['visit', 'art', 'galleri', 'appreci', 'brushstrok', 'tell', 'tale', 'creativ', 'art', 'etern', 'companion', 'artgalleri', 'seniorartlov']",0.0,Neutral
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",Joy,2023-07-07 19:45:00,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22.0,45.0,UK,2023,7,7,19,started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,"['started', 'book', 'club', 'seniors', 'where', 'discussions', 'lively', 'characters', 'novels', 'bookclub', 'seniorreaders']","['start', 'book', 'club', 'senior', 'where', 'discuss', 'live', 'charact', 'novel', 'bookclub', 'seniorread']",0.13636363636363635,Positive
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",Contentment,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30.0,60.0,Canada,2023,7,8,16,hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,"['hosted', 'picnic', 'park', 'basking', 'warmth', 'friendship', 'sunshine', 'simple', 'joys', 'timeless', 'memories', 'parkpicnic', 'seniorjoy']","['host', 'picnic', 'park', 'bask', 'warmth', 'friendship', 'sunshin', 'simpl', 'joy', 'timeless', 'memori', 'parkpicn', 'seniorjoy']",0.0,Neutral
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Joy,2023-07-09 22:30:00,SeniorActor,Facebook,#StagePassion #SeniorTheater,20.0,40.0,USA,2023,7,9,22,participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,"['participated', 'local', 'theater', 'production', 'proving', 'stage', 'belongs', 'every', 'age', 'theaterproduction', 'senioractor']","['particip', 'local', 'theater', 'product', 'prove', 'stage', 'belong', 'everi', 'age', 'theaterproduct', 'senioractor']",0.0,Neutral
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",Excitement,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28.0,55.0,UK,2023,7,10,14,embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,"['embarked', 'hiking', 'adventure', 'conquering', 'trails', 'relishing', 'beauty', 'nature', 'age', 'number', 'mountaintop', 'hikingadventure', 'seniorhiker']","['embark', 'hike', 'adventur', 'conquer', 'trail', 'relish', 'beauti', 'natur', 'age', 'number', 'mountaintop', 'hikingadventur', 'seniorhik']",0.0,Neutral
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,Gratitude,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22.0,45.0,Canada,2023,7,11,18,hosted a photography exhibition featuring snapshots of a life well lived every photo has a story to tell photographyexhibition seniorphotographer,"['hosted', 'photography', 'exhibition', 'featuring', 'snapshots', 'life', 'well', 'lived', 'every', 'photo', 'story', 'tell', 'photographyexhibition', 'seniorphotographer']","['host', 'photographi', 'exhibit', 'featur', 'snapshot', 'life', 'well', 'live', 'everi', 'photo', 'stori', 'tell', 'photographyexhibit', 'seniorphotograph']",0.0,Neutral
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",Excitement,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25.0,50.0,USA,2023,7,12,13,joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,"['joined', 'seniors', 'cycling', 'club', 'feeling', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']","['join', 'senior', 'cycl', 'club', 'feel', 'wind', 'hair', 'freedom', 'open', 'road', 'cyclingclub', 'seniorcyclist']",0.0,Neutral
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",Joy,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35.0,70.0,UK,2023,7,13,20,attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,"['attended', 'wine', 'tasting', 'event', 'savoring', 'richness', 'flavors', 'age', 'like', 'fine', 'wine', 'cheers', 'golden', 'years', 'winetasting', 'seniorwinelover']","['attend', 'wine', 'tast', 'event', 'savor', 'rich', 'flavor', 'age', 'like', 'fine', 'wine', 'cheer', 'golden', 'year', 'winetast', 'seniorwinelov']",0.35833333333333334,Positive
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",Joy,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20.0,40.0,USA,2023,7,14,16,started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,"['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'dance', 'floor', 'ageless', 'elegance', 'every', 'step', 'ballroomdancing', 'seniordancer']","['start', 'learn', 'ballroom', 'danc', 'glide', 'grace', 'across', 'danc', 'floor', 'ageless', 'eleg', 'everi', 'step', 'ballroomdanc', 'seniordanc']",0.0,Neutral
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",Joy,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28.0,55.0,Canada,2023,7,15,19,organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,"['organized', 'community', 'painting', 'event', 'turning', 'blank', 'canvases', 'into', 'masterpiece', 'shared', 'creativity', 'paintingevent', 'seniorartist']","['organ', 'commun', 'paint', 'event', 'turn', 'blank', 'canvas', 'into', 'masterpiec', 'share', 'creativ', 'paintingev', 'seniorartist']",0.0,Neutral
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",Gratitude,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30.0,60.0,USA,2023,7,16,14,hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,"['hosted', 'memory', 'lane', 'evening', 'old', 'friends', 'reminiscing', 'about', 'adventures', 'shaped', 'lives', 'memorylane', 'seniorreminiscing']","['host', 'memori', 'lane', 'even', 'old', 'friend', 'reminisc', 'about', 'adventur', 'shape', 'live', 'memorylan', 'seniorreminisc']",0.1,Positive
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",Curiosity,2023-07-17 22:15:00,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18.0,35.0,UK,2023,7,17,22,joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,"['joined', 'seniors', 'astronomy', 'club', 'stargazing', 'finding', 'wonder', 'vastness', 'cosmos', 'astronomyclub', 'seniorstargazer']","['join', 'senior', 'astronomi', 'club', 'stargaz', 'find', 'wonder', 'vast', 'cosmo', 'astronomyclub', 'seniorstargaz']",0.0,Neutral
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",Joy,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25.0,50.0,USA,2023,7,18,16,attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,"['attended', 'local', 'jazz', 'festival', 'tapping', 'toes', 'tunes', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']","['attend', 'local', 'jazz', 'festiv', 'tap', 'toe', 'tune', 'stood', 'test', 'time', 'music', 'lifelong', 'love', 'affair', 'jazzfestiv', 'seniormusiclov']",0.13333333333333333,Positive
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",Gratitude,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22.0,45.0,UK,2023,7,19,19,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,"['started', 'blog', 'sharing', 'wisdom', 'gained', 'through', 'years', 'proving', 'every', 'day', 'chance', 'learn', 'grow', 'seniorwisdom', 'blog']","['start', 'blog', 'share', 'wisdom', 'gain', 'through', 'year', 'prove', 'everi', 'day', 'chanc', 'learn', 'grow', 'seniorwisdom', 'blog']",0.0,Neutral
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",Excitement,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30.0,60.0,Canada,2023,7,20,17,participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,"['participated', 'charity', 'run', 'proving', 'age', 'barrier', 'supporting', 'meaningful', 'causes', 'charityrun', 'seniorrunner']","['particip', 'chariti', 'run', 'prove', 'age', 'barrier', 'support', 'meaning', 'caus', 'charityrun', 'seniorrunn']",0.375,Positive
"Survived a challenging physics exam. Equations, you won't defeat me!",Relief,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20.0,40.0,USA,2023,8,1,13,survived a challenging physics exam equations you won t defeat me,"['survived', 'challenging', 'physics', 'exam', 'equations', 'won', 'defeat']","['surviv', 'challeng', 'physic', 'exam', 'equat', 'won', 'defeat']",0.5,Positive
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,Excitement,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25.0,50.0,UK,2023,8,2,14,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,"['exploring', 'world', 'coding', 'debugging', 'adventure', 'own', 'codingjourney', 'highschoolcoder']","['explor', 'world', 'code', 'debug', 'adventur', 'own', 'codingjourney', 'highschoolcod']",0.6,Positive
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Excitement,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18.0,35.0,Canada,2023,8,3,12,joined the school debate team words are my weapons and i m ready for battle,"['joined', 'school', 'debate', 'team', 'words', 'weapons', 'ready', 'battle']","['join', 'school', 'debat', 'team', 'word', 'weapon', 'readi', 'battl']",0.2,Positive
"Started a photography club at school. Capturing moments, one snapshot at a time!",Joy,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22.0,45.0,USA,2023,8,4,16,started a photography club at school capturing moments one snapshot at a time,"['started', 'photography', 'club', 'school', 'capturing', 'moments', 'one', 'snapshot', 'time']","['start', 'photographi', 'club', 'school', 'captur', 'moment', 'one', 'snapshot', 'time']",0.0,Neutral
